listing id,listing name,listing type,room _type,cover photo url,photos count,host id,host name,cohost ids,cohost names,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant book,professional management,min nights,cancellation policy,currency,cleaning fee,extra guest fee,num reviews,rating overall,rating accuracy,rating checkin,rating cleanliness,rating communication,rating location,rating value,ttm revenue,ttm revenue native,ttm avg rate,ttm avg rate native,ttm occupancy,ttm adjusted occupancy,ttm revpar,ttm revpar native,ttm adjusted revpar,ttm adjusted revpar native,ttm reserved days,ttm blocked days,ttm available days,ttm total days,l90d revenue,l90d revenue native,l90d avg rate,l90d avg rate native,l90d occupancy,l90d adjusted occupancy,l90d revpar,l90d revpar native,l90d adjusted revpar,l90d adjusted revpar native,l90d reserved days,l90d blocked days,l90d available days,l90d total days
95915,Apt de charme 2 pieces 35m terrasse,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/62685447-a105-4a9e-ace6-6950e59c3207.jpg,16,97702,Julie,,,FALSE,48.8548,2.3897,2,1,1,1,FALSE,"TV,Wifi,Kitchen,Room-darkening shades,Hot water kettle,Portable fans,Hot water,Body soap,Elevator,Bed linens,Microwave,Cleaning products,Coffee maker,Refrigerator,Drying rack for clothing,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Smoke alarm,Shower gel,Patio or balcony,Long term stays allowed,Shampoo,Hangers,Dining table,Hair dryer,Iron,Baking sheet,Freezer,Sun loungers,Bathtub",FALSE,,3,Firm,EUR,57,0,32,4.94,5,4.9,4.9,4.9,4.9,4.9,2145,1889,122.1,109.9,0.041,0.062,5.7,5,8.7,7.7,15,125,350,365,0,0,111.6,98.6,0,0,0,0,0,0,0,31,90,90
100858,"EIFFEL TOWER APT, STUNNING VIEW",Entire rental unit,entire home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAwODU4/original/7af68c03-32a5-4f2d-9c05-22362abd4e43.jpeg,39,529347,Charles,,,FALSE,48.8534,2.2949,2,1,1,1,TRUE,"Hair dryer,Cleaning products,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Iron,Safe,Clothing storage,Ethernet connection,TV,Books and reading material,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Microwave,Dishwasher,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Coffee,Private entrance,Free parking on premises,Elevator,Cleaning before checkout",,FALSE,5,Flexible,EUR,0,0,140,4.97,5,5,4.9,5,5,4.9,101405,90934,649.3,582.4,0.438,0.523,277.8,249.1,331.4,297.2,160,59,205,365,5365,4728,688.7,606.9,0.089,0.174,59.6,52.5,116.6,102.8,8,44,82,90
105210,"Quiet, nice apt in \Le Marais\""m""",Entire rental unit,entire home,https://a0.muscache.com/im/pictures/2605737/d43df194 original.jpg,26,546512,Michel,,,TRUE,48.8629,2.3526,2,1,1,1,TRUE,"Air conditioning,Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Essentials,Hangers,Bed linens,Iron,Clothing storage,TV,Portable fans,Heating,Carbon monoxide alarm,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Dining table,Coffee,Laundromat nearby,Backyard,Elevator,Paid parking off premises",,FALSE,5,Firm,EUR,93,0,334,4.87,4.8,5,4.8,5,4.9,4.8,55832,49968,234.5,210.4,0.616,0,144.8,129.7,0,0,225,0,140,365,13276,11701,245.7,216.6,0.567,0,140.3,123.6,0,0,51,0,39,90
107038,In the heart of Montmartre,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/hosting/Hosting-107038/original/d9ed8863-ace8-48b7-88e0-0ddccfd0c6c6.jpeg,20,554431,Aurore,,,FALSE,48.8858,2.3462,4,2,2,1,FALSE,"Stove,TV,Washer,Cable TV,Smoke alarm,Wifi,Carbon monoxide alarm,Kitchen,Essentials,Long term stays allowed,Hangers,Hot water,Iron,Bed linens,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Oven",FALSE,,4,Moderate,EUR,34,0,202,4.78,4.8,4.9,4.9,4.9,4.7,4.7,39266,35294,318,290.4,0.31,0,107.1,96.3,0,0,113,0,252,365,0,0,0,0,0,0,0,0,0,0,0,0,90,90
108591,Luxury 1600 sqft on Champs Elysees with A/C,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/25811da6-475d-4ef9-bdfa-3be104a7aae2.jpg,24,561870,Madame D,,,TRUE,48.8742,2.297,5,2,4,2,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Safe,Clothing storage,TV,Sound system,Game console,Movie theater,Crib,Pack ’n play/Travel crib,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Blender,Dining table,Coffee,Elevator,Paid parking off premises,Single level home,Pets allowed,Luggage dropoff allowed,Long term stays allowed",,FALSE,30,Firm,EUR,,,35,5,5,5,4.9,5,4.9,4.9,57740,51649,391,350.3,0.414,0.466,158.2,141.5,178.2,159.4,151,41,214,365,0,0,455.6,401.5,0,0,0,0,0,0,0,41,90,90
109161,QUIET & COSY FLAT IN LATIN DISTRICT,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/753026/ebcd81db original.jpg,21,564058,Marie-Odile,,,FALSE,48.8445,2.3526,2,1,1,1,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Body soap,Bidet,Hot water,Shower gel,Washer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Drying rack for clothing,Clothing storage,Ethernet connection,TV,Portable fans,Heating,Smoke alarm,Wifi,Dedicated workspace,Pocket wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Dining table,Coffee,Laundromat nearby,Backyard,Elevator,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed",,FALSE,7,Firm,EUR,47,0,187,4.81,4.9,4.9,4.9,4.9,4.9,4.8,30067,26723,172.4,154.6,0.477,0.608,81,72,103.3,91.9,174,79,191,365,1426,1256,192.1,169.3,0.078,0.125,15.3,13.5,24.6,21.7,7,34,83,90
110322,"Balcony on the 5th floor, quiet and romantic",Entire rental unit,entire home,https://a0.muscache.com/im/pictures/742721/3fc1f41d original.jpg,24,433758,Genevieve,,,FALSE,48.8391,2.3466,4,2,5,1,TRUE,"Bathtub,Hair dryer,Outdoor shower,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Drying rack for clothing,Clothing storage,TV,Books and reading material,Indoor fireplace,Portable fans,Heating,Smoke alarm,Carbon monoxide alarm,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Dining table,Laundromat nearby,Patio or balcony,Outdoor dining area,Elevator,Paid parking off premises,Long term stays allowed,Cleaning before checkout",,FALSE,5,Firm,EUR,69,29,27,4.79,4.7,4.8,4.6,4.8,4.9,4.6,15710,13853,185.8,166.8,0.238,0.635,42.3,37.3,112.7,99.3,87,228,278,365,948,836,199.2,175.4,0.044,0.083,9,7.9,16.9,14.9,4,42,86,90
114543,Charming 55m² flat - Eiffel Tower,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/airflow/Hosting-114543/original/94ec6d92-3347-45c6-8d08-0b87a8159793.jpg,37,581233,Frédéric,,,FALSE,48.8495,2.2894,2,1,1,1,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Washer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,TV,Record player,Books and reading material,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Cooking basics,Dishes and silverware,Mini fridge,Freezer,Dishwasher,Stove,Oven,Coffee maker,Wine glasses,Baking sheet,Dining table,Coffee,Patio or balcony,Elevator",,FALSE,4,Firm,EUR,35,0,101,4.84,4.9,4.9,4.6,5,4.9,4.8,27801,24613,235.6,211.8,0.318,0.328,74.4,65.9,76.8,68,116,11,249,365,4899,4319,237.9,209.6,0.222,0,52.9,46.6,0,0,20,0,70,90
115655,Family loft with a private courtyard,Entire loft,entire home,https://a0.muscache.com/im/pictures/33160696/617178e8 original.jpg,32,584977,Fabien,,,FALSE,48.8919,2.3645,4,2,2,1,FALSE,"Wifi,Kitchen,Hot water kettle,Paid parking off premises,Books and reading material,Portable fans,Ceiling fan,Trash compactor,Laundromat nearby,Outdoor furniture,Cleaning products,Drying rack for clothing,Heating,Paid parking on premises,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Essentials,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Bathtub,High chair,Children’s books and toys,Blender,Pack ’n play/Travel crib,Room-darkening shades,Children’s dinnerware,Hot water,Bed linens,Extra pillows and blankets,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Patio or balcony,Backyard,Long term stays allowed,Cleaning before checkout,Dining table,Outdoor playground,Baking sheet,Toaster",FALSE,,5,Strict,EUR,0,0,171,4.36,4.5,4.7,4.3,4.7,4,4.4,17899,16006,170.1,152.6,0.288,0.459,49,43.9,78.2,69.9,105,136,260,365,1050,925,174.1,153.3,0.067,0.207,11.7,10.3,36.2,31.9,6,61,84,90
120494,Romantic Hideout in Paris,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/833324/f66a6bca original.jpg,15,606427,Amy,,,TRUE,48.8297,2.354,2,1,1,1,TRUE,"Hair dryer,Shampoo,Hot water,Shower gel,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Children’s books and toys,High chair,Heating,Smoke alarm,Carbon monoxide alarm,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Long term stays allowed",,FALSE,5,Firm,EUR,46,11,369,4.78,4.7,5,4.7,5,4.8,4.8,17202,15328,90.9,81.4,0.512,0.895,44,39.2,76.8,68.4,187,156,178,365,0,0,104.4,92,0,0,0,0,0,0,0,88,90,90
130420,Charming Apartment 2BR in Paris 9e,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/947410/5cb34c95 original.jpg,121,641777,Yassine,,,TRUE,48.8807,2.343,6,2,3,1,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Washer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Drying rack for clothing,Ethernet connection,TV,Game console,Books and reading material,Children’s books and toys,Window guards,Board games,Table corner guards,Air conditioning,Air conditioning,Portable fans,Heating,Smoke alarm,Carbon monoxide alarm,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Dining table,Coffee,Laundromat nearby,Paid parking off premises,Paid parking on premises",,FALSE,1,Strict,EUR,58,0,242,4.65,4.7,5,4.5,5,4.8,4.5,15786,13975,293.2,262.6,0.142,0.161,42.1,37.3,47.6,42.2,52,42,313,365,4340,3826,312.9,275.8,0.156,0.292,47.6,41.9,89.2,78.6,14,42,76,90
138548,Romantic studio in center of Paris,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM4NTQ4/original/e806987a-4a62-419d-b704-74dfc14a8476.jpeg,16,676353,Danielle,410714198,Raoul Brice,TRUE,48.8636,2.3506,2,,2,1,TRUE,"Hair dryer,Cleaning products,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,TV,Books and reading material,Portable fans,Heating,Smoke alarm,Carbon monoxide alarm,Wifi,Dedicated workspace,Pocket wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Wine glasses,Baking sheet,Dining table,Laundromat nearby,Paid parking off premises,Long term stays allowed,Cleaning before checkout",,FALSE,30,Firm,EUR,,,310,4.87,4.9,4.8,4.9,4.9,4.8,4.8,25924,23485,105.3,95,0.699,0.812,71,64.3,82.6,74.8,255,51,110,365,3277,2890,94.9,83.6,0.422,0.974,36.4,32.1,84,74.1,38,51,52,90
139074,Lovely Arc de Triomphe Studio!,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/65800434/af235f49 original.jpg,19,4450132,Farinoush,,,FALSE,48.8717,2.2907,2,1,1,1,TRUE,"Washer,TV,Heating,Smoke alarm,Fire extinguisher,Wifi,Kitchen",,FALSE,30,Firm,EUR,,,16,5,4.9,5,4.9,5,4.8,4.8,4749,4551,93.8,84.5,0.129,0.184,13,12.5,18.6,17.8,47,110,318,365,0,0,77.2,68,0,0,0,0,0,0,0,17,90,90
139889,A summer house in Paris,Entire home,entire home,https://a0.muscache.com/im/pictures/14062415/e0732a40 original.jpg,22,630305,⁨Philippe (Mario)⁩,,,FALSE,48.8917,2.3804,6,3,6,2,FALSE,"TV,Cable TV,Wifi,Kitchen,Smoking allowed,Coffee maker,Indoor fireplace,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,Patio or balcony,Essentials,Hangers,Hair dryer,Iron,Dedicated workspace",FALSE,,7,Flexible,EUR,0,0,35,4.8,4.7,4.9,4.3,5,4.6,4.9,17503,15429,227.1,204.4,0.208,0.673,48,42.3,154.9,136.5,76,252,289,365,0,0,212.6,187.4,0,0,0,0,0,0,0,90,90,90
151020,Paris center beautiful 1 bedroom,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/1024146/154788ba original.jpg,29,727223,C&J Performance,,,TRUE,48.8647,2.3473,4,1,2,1,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Ethernet connection,TV,Sound system,Game console,Exercise equipment,Books and reading material,Portable fans,Heating,Smoke alarm,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Dining table,Coffee,Laundromat nearby,Paid parking off premises,Single level home,Long term stays allowed",,FALSE,1,Flexible,EUR,58,0,153,4.87,4.9,5,4.7,5,5,4.8,14326,12628,207.5,186.1,0.192,0.261,38.5,33.9,52.4,46.2,70,97,295,365,0,0,229,202,0,0,0,0,0,0,0,0,90,90
151935,10 min Walk to Louvre in Saint-Germain-des-Prés,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTUxOTM1/original/f2c8383d-a39c-4333-ab6a-b7764ccdba64.jpeg,31,731088,Kevin,,,TRUE,48.8541,2.3284,3,1,2,1,TRUE,"Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Washer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Mosquito net,Clothing storage,Ethernet connection,TV,Sound system,Game console,Books and reading material,Crib,Pack ’n play/Travel crib,Portable fans,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Dining table,Coffee,Laundromat nearby,Free street parking,Paid parking off premises,Paid parking on premises,Pets allowed,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout",,FALSE,3,Flexible,EUR,69,0,249,4.73,4.7,4.8,4.7,4.9,5,4.7,3806,3586,194.8,174.9,0.055,0.215,9.3,8.8,36.5,34.6,20,272,345,365,665,586,205.5,181.1,0.033,0.086,6.6,5.8,17,15,3,55,87,90
153674,Caldère Apartment - Welkeys,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/prohost-api/Hosting-153674/original/b899a455-c091-4e55-bff6-03aa2446d7eb.jpeg,13,739021,Catherine,,,FALSE,48.883,2.3663,4,1,3,1,TRUE,"TV,Wifi,Crib,Kitchen,Hot water kettle,Pets allowed,Hot water,Bed linens,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Smoke alarm,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Toaster",TRUE,TRUE,2,Moderate,EUR,139,0,288,4.43,4.7,4.7,4.4,4.7,4.4,4.4,28656,25776,189.2,169.3,0.386,0.509,69.4,62.6,91.4,82.5,141,88,224,365,0,0,206.8,182.2,0,0,0,0,0,0,0,46,90,90
154292,"Stylish apt, designed by architect",Entire rental unit,entire home,https://a0.muscache.com/im/pictures/miso/Hosting-154292/original/18a7f7c7-30aa-4a2e-b0aa-5fa2e35b2617.jpeg,9,137719,Mattis,,,FALSE,48.8742,2.3858,2,1,1,1,TRUE,"Hair dryer,Shampoo,Hot water,Washer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Ethernet connection,TV,Game console,Heating,Smoke alarm,Wifi,Dedicated workspace,Pocket wifi,Kitchen,Refrigerator,Cooking basics,Dishes and silverware,Dishwasher,Stove,Oven,Coffee maker,Private entrance,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed",,FALSE,3,Moderate,EUR,47,0,73,4.61,4.7,4.9,4.3,4.9,4.8,4.6,28087,24808,123.5,111,0.605,0.948,73.3,64.8,114.9,101.5,221,132,144,365,9877,8699,112.2,98.9,0.911,0,102.4,90.3,0,0,82,0,8,90
157524,Le Marais – Place Sainte-Catherine,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/3881056/998bf886 original.jpg,36,152242,Delphine,,,FALSE,48.8541,2.3624,6,2,8,1,TRUE,"Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Bidet,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,TV,Air conditioning,Heating,Smoke alarm,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Dining table,Coffee,Paid parking off premises,Paid parking on premises,Luggage dropoff allowed,Long term stays allowed",,FALSE,3,Strict,EUR,151,0,121,4.38,4.5,4.5,4.3,4.4,4.9,4.3,47639,42097,295.9,265.9,0.403,0,120.2,106.2,0,0,147,0,218,365,9517,8388,292.2,257.5,0.333,0,97.4,85.8,0,0,30,0,60,90
162751,"Cosy studio with washing machine, near Bastille",Entire condo,entire home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTYyNzUx/original/a13644f9-a79a-4718-a434-d3bdc2a5ca68.png,12,777568,Oub,,,FALSE,48.8554,2.3789,1,1,1,1,TRUE,"Hair dryer,Shampoo,Hot water,Shower gel,Washer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Drying rack for clothing,Clothing storage,Exercise equipment,Board games,Heating,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Cooking basics,Dishes and silverware,Hot water kettle,Toaster,Baking sheet,Dining table,Laundromat nearby,Elevator,Long term stays allowed",,FALSE,5,Firm,EUR,59,0,21,4.76,4.7,4.9,4.7,4.9,4.9,4.6,12467,11354,76.1,68.2,0.447,0.627,30.4,27.8,42.7,39.1,163,105,202,365,449,395,83.9,73.9,0.056,0.132,4.3,3.8,10.3,9,5,52,85,90
165409,Charming cosy studio  Marais  Carreau du Temple,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/miso/Hosting-165409/original/406cb6c1-6b7c-4b36-bbb1-7680e954ddde.jpeg,18,788732,Marylin & Ophelie,,,TRUE,48.8665,2.3626,2,,1,1,TRUE,"Hair dryer,Shampoo,Hot water,Essentials,Hangers,Bed linens,Iron,TV,Sound system,Books and reading material,Heating,Smoke alarm,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Oven,Hot water kettle,Wine glasses,Toaster,Baking sheet,Coffee,Paid parking off premises,Paid parking on premises",,FALSE,3,Strict,EUR,63,0,129,4.72,4.8,4.9,4.6,4.9,5,4.8,14973,13513,182.1,163.3,0.225,0,38.6,34.9,0,0,82,0,283,365,1992,1758,207.6,183.1,0.1,0,20.7,18.3,0,0,9,0,81,90
167998,"Central, cosy luxe. Place Vendôme.",Entire rental unit,entire home,https://a0.muscache.com/im/pictures/066c69ab-60ef-4326-84e4-9995dbe012a7.jpg,47,469865,Louise,,,TRUE,48.8664,2.331,4,2,3,1.5,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Washer,Dryer,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,TV,Sound system,Books and reading material,Air conditioning,Indoor fireplace,Portable fans,Heating,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Dining table,Coffee,Laundromat nearby,Free street parking,Elevator,Paid parking off premises,Pets allowed,Luggage dropoff allowed,Cleaning before checkout",,FALSE,1,Flexible,EUR,58,0,206,4.74,4.8,4.9,4.5,4.9,5,4.6,62870,56445,535,479.6,0.321,0,167.6,150.6,0,0,117,0,248,365,4851,4274,598.8,527.7,0.089,0,53.3,46.9,0,0,8,0,82,90
168652,Appt 35m²  in Paris18e,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/72982800/675c678a original.jpg,14,803981,Elsa,,,FALSE,48.8886,2.355,2,1,1,1,TRUE,"Stove,TV,Washer,Wifi,Kitchen,Essentials,Shampoo,Hangers,Hair dryer,Hot water,Bed linens,Extra pillows and blankets,Free street parking,Microwave,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven",,FALSE,3,Moderate,EUR,0,0,100,4.67,4.8,4.9,4.8,5,4.3,4.6,20095,18098,112,100.6,0.501,0.867,55.1,49.6,95.2,85.8,183,154,182,365,349,307,115.7,102.1,0.033,1,3.9,3.4,116.3,102.3,3,87,87,90
171159,Nice renovated studio close to the Opera!,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/airflow/Hosting-171159/original/f6945cb0-e7f6-4141-b5c8-9ec9b2abfcb1.jpg,21,193142,Carole,,,FALSE,48.8757,2.3266,2,,1,1,TRUE,"Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Washer,Essentials,Hangers,Bed linens,Iron,Drying rack for clothing,Clothing storage,TV,Heating,Smoke alarm,Wifi,Kitchen,Refrigerator,Cooking basics,Dishes and silverware,Hot water kettle,Coffee maker,Baking sheet,Dining table,Elevator",,FALSE,3,Firm,EUR,69,0,520,4.32,4.5,4.6,4.2,4.8,4.7,4.4,34037,30396,143.4,128.3,0.595,0.631,85.9,76.8,91.1,81.4,217,21,148,365,8608,7588,171.4,151.1,0.5,0,88,77.5,0,0,45,0,45,90
178188,Charming & bright 1-Bedroom Apt / 3 min to metro,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTc4MTg4/original/e34e8013-2729-4915-b6cd-0a2a47982724.jpeg,32,852658,Camille,,,FALSE,48.868,2.4051,2,1,2,1,TRUE,"Wifi,Crib,Kitchen,Paid parking off premises,Pets allowed,Hot water,Bed linens,Extra pillows and blankets,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Clothing storage,Stove,Wine glasses,Washer,Smoke alarm,Shower gel,First aid kit,Essentials,Long term stays allowed,Shampoo,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace",,FALSE,12,Firm,EUR,57,11,58,4.86,4.9,5,4.9,4.9,4.8,4.8,2365,2083,131.3,119.3,0.047,0,6.2,5.4,0,0,17,0,348,365,0,0,0,0,0,0,0,0,0,0,0,0,90,90
180950,Charming  furnished studio in Paris,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/9630315/63925c06 original.jpg,22,876958,Dominique,,,FALSE,48.8677,2.3595,2,1,1,1,TRUE,"TV,Cable TV,Smoke alarm,Wifi,Kitchen,Essentials,Shampoo,Hangers,Hair dryer,Iron,Heating",,FALSE,30,Firm,EUR,683,0,137,4.38,4.6,4.7,4.6,4.9,4.8,4.4,603,578,60.3,55,0.027,0.043,1.7,1.6,2.6,2.5,10,130,355,365,0,0,0,0,0,0,0,0,0,0,0,0,90,90
182744,Oh ! nice view ! - paris Center,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/2102374/d62c8c5c original.jpg,42,872647,Jean François,,,TRUE,48.8585,2.3698,4,2,2,2,TRUE,"Wifi,Bathtub,Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Washer,Essentials,Hangers,Bed linens,Iron,Drying rack for clothing,Clothing storage,TV,Sound system,Portable fans,Heating,Smoke alarm,Carbon monoxide alarm,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Dining table,Coffee,Laundromat nearby,Elevator",,FALSE,3,Firm,EUR,52,0,217,4.88,4.9,4.8,4.8,5,4.9,4.8,47076,42388,190.5,170.8,0.666,0.847,123,110.8,156.4,141,243,78,122,365,4432,3905,206.3,181.8,0.233,0.467,48.1,42.4,96.2,84.7,21,45,69,90
185575,Peaceful Oasis in the Montmartre,Entire condo,entire home,https://a0.muscache.com/im/pictures/2384993/52f5ce3f original.jpg,51,398254,Heide,,,TRUE,48.8939,2.3502,2,1,1,1,TRUE,"Air conditioning,Bathtub,Hair dryer,Cleaning products,Hot water,Washer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,TV,Books and reading material,Board games,Portable fans,Heating,Smoke alarm,First aid kit,Wifi,Kitchen,Refrigerator,Cooking basics,Dishes and silverware,Freezer,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Dining table,Coffee,Private entrance,Laundromat nearby,Paid parking off premises,Long term stays allowed,Cleaning before checkout",,FALSE,3,Moderate,EUR,70,11,337,4.75,4.8,4.8,4.9,4.9,4.4,4.7,23996,21627,110.2,98.9,0.551,0.634,61.3,55.3,70.6,63.7,201,48,164,365,178,157,107.6,94.7,0.011,0.024,1.2,1.1,2.6,2.3,1,48,89,90
