listing id,listing name,listing type,room _type,cover photo url,photos count,host id,host name,cohost ids,cohost names,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant book,professional management,min nights,cancellation policy,currency,cleaning fee,extra guest fee,num reviews,rating overall,rating accuracy,rating checkin,rating cleanliness,rating communication,rating location,rating value,ttm revenue,ttm revenue native,ttm avg rate,ttm avg rate native,ttm occupancy,ttm adjusted occupancy,ttm revpar,ttm revpar native,ttm adjusted revpar,ttm adjusted revpar native,ttm reserved days,ttm blocked days,ttm available days,ttm total days,l90d revenue,l90d revenue native,l90d avg rate,l90d avg rate native,l90d occupancy,l90d adjusted occupancy,l90d revpar,l90d revpar native,l90d adjusted revpar,l90d adjusted revpar native,l90d reserved days,l90d blocked days,l90d available days,l90d total days
5396,Your perfect Paris studio on Île Saint-Louis,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/52413/f9bf76f5 original.jpg,15,7903,Borzou,2130918,Guillaume,FALSE,48.8524,2.3569,2,,1,1,FALSE,"TV,Cable TV,Wifi,Kitchen,Hot water kettle,Books and reading material,Portable fans,Hot water,Body soap,Bed linens,Extra pillows and blankets,Cleaning products,Coffee maker,Refrigerator,Drying rack for clothing,Dishes and silverware,Heating,Cooking basics,Oven,Coffee,Clothing storage,Stove,Wine glasses,Washer,Smoke alarm,Shower gel,First aid kit,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Baking sheet,Toaster",FALSE,,2,Strict,EUR,47,17,460,4.62,4.6,4.8,4.6,4.8,5,4.6,27300,24718,143.2,128.4,0.496,0.566,69.5,63.1,79.3,72,181,45,184,365,0,0,145,127.9,0,0,0,0,0,0,0,0,90,90
7397,MARAIS - 2ROOMS APT - 2/4 PEOPLE,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/67928287/330bd78c original.jpg,29,2626,Franck,,,FALSE,48.8591,2.3532,4,2,1,1,TRUE,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,TV,Heating,Smoke alarm,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Oven,Coffee maker,Paid parking off premises",,FALSE,10,Moderate,EUR,58,0,393,4.73,4.8,4.9,4.5,4.9,4.9,4.7,42510,38058,171.6,153.9,0.663,0,111.2,99.7,0,0,242,0,123,365,12376,10903,178,156.9,0.733,0,131.1,115.5,0,0,66,0,24,90
9952,Paris small cozy area,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/ae822d16-74d2-4e8a-a157-16b0fdf1fa8a.jpg,15,33534,Elisabeth,,,FALSE,48.8637,2.3709,2,1,1,1,TRUE,"TV,Wifi,Kitchen,Room-darkening shades,Paid parking off premises,Books and reading material,Portable fans,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Coffee,Clothing storage,Stove,Single level home,Smoke alarm,Shower gel,First aid kit,Luggage dropoff allowed,Essentials,Shampoo,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Baking sheet,Freezer",,,4,Firm,EUR,44,0,52,4.92,5,5,4.9,4.9,4.9,4.9,12835,11814,142.2,127.8,0.227,0.865,34.1,31.4,129.6,119.4,83,269,282,365,0,0,135.7,119.7,0,0,0,0,0,0,0,90,90,90
11265,Elegant appartment in Montmartre,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/miso/Hosting-11265/original/da545dc1-8a12-4dad-813b-b2ba8c56dbc3.jpeg,22,41718,Sylvie,,,FALSE,48.8849,2.34,2,1,1,1,TRUE,"Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Clothing storage,TV,Portable fans,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Dining table,Laundromat nearby,Elevator,Paid parking off premises,Long term stays allowed",,FALSE,7,Firm,EUR,95,0,43,4.91,4.9,4.8,5,4.9,5,4.9,25578,22666,180.7,162.2,0.381,0.706,67,59.3,124.1,109.9,139,168,226,365,0,0,195.3,172.1,0,0,0,0,0,0,0,90,90,90
11487,"Heart of  Paris, brand new aparment.",Entire rental unit,entire home,https://a0.muscache.com/im/pictures/miso/Hosting-11487/original/e2b1bf2a-83e5-432a-ba7c-7c1a44b66e92.jpeg,14,42666,Brigitte,,,TRUE,48.8644,2.3714,1,,1,1,TRUE,"Hair dryer,Cleaning products,Hot water,Washer,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,TV,Portable fans,Heating,Smoke alarm,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Hot water kettle,Coffee maker,Wine glasses,Dining table,Private entrance,Paid parking off premises,Long term stays allowed",,FALSE,30,Strict,EUR,,,18,4.94,4.8,4.9,4.9,4.9,4.9,4.8,18236,16293,73.7,66.5,0.674,0.911,50,44.6,67.5,60.3,246,95,119,365,3861,3404,59.3,52.3,0.722,0.855,42.9,37.8,50.8,44.8,65,14,25,90
11798,Loft à Paris,Entire loft,entire home,https://a0.muscache.com/im/pictures/22458692/09eb352b original.jpg,15,44444,Laurence,,,FALSE,48.8252,2.3675,2,1,1,1,TRUE,"Wifi,Kitchen,Hot water kettle,Paid parking off premises,Books and reading material,Portable fans,Smoking allowed,Ceiling fan,Gym,Conditioner,Laundromat nearby,Cleaning products,Drying rack for clothing,Heating,Paid parking on premises,Coffee,Clothing storage,Wine glasses,Washer,Smoke alarm,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Bathtub,Blender,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,EV charger,Shower gel,Backyard,Luggage dropoff allowed,Cleaning before checkout,Dining table,Baking sheet,Bread maker,Toaster",,FALSE,4,Moderate,EUR,46,0,127,4.85,4.9,4.9,4.8,5,4.8,4.8,6512,5819,145.2,130.3,0.115,0,17,15.2,0,0,42,0,323,365,2656,2340,141.4,124.5,0.2,0,28.5,25.1,0,0,18,0,72,90
12887,"Double Bedroom & Terrace, Heart of Paris.Nice area",Private room in rental unit,private room,https://a0.muscache.com/im/pictures/hosting/Hosting-12887/original/7b9bc86c-c984-499f-b0bf-b7f47bcf50d2.jpeg,35,49798,Laura On Paris Rooftop,,,FALSE,48.862,2.3822,2,1,1,1,FALSE,"Wifi,Kitchen,Hot water kettle,Paid parking off premises,Books and reading material,Portable fans,Smoking allowed,Breakfast,Elevator,Free street parking,Laundromat nearby,Outdoor furniture,Hot tub,Cleaning products,Drying rack for clothing,Heating,Coffee,Clothing storage,Wine glasses,Washer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Bathtub,Blender,Room-darkening shades,Bikes,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Dining table,Sun loungers,Toaster",FALSE,FALSE,3,Strict,EUR,34,23,111,4.61,4.6,4.8,4.7,4.8,4.8,4.6,3425,3156,94.2,84.6,0.09,0.168,8.5,7.9,15.9,14.7,33,169,332,365,1179,1042,105.2,92.8,0.122,0,12.7,11.2,0,0,11,0,79,90
14903,SPACIOUS PARC DE LA VILLETTE,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/3800862/2303faf8 original.jpg,21,58645,Fred,,,FALSE,48.8828,2.3864,3,1,1,1.5,TRUE,"TV,Washer,Cable TV,Dryer,Smoke alarm,Wifi,Kitchen,Elevator,Heating",FALSE,FALSE,7,Strict,EUR,23,0,8,5,4.8,4.8,4,5,4.2,4.6,7994,7048,218.1,195.7,0.099,0.128,21.5,18.9,27.9,24.6,36,84,329,365,0,0,230.6,203.2,0,0,0,0,0,0,0,0,90,90
16626,Elegance in St Michel,Private room in rental unit,private room,https://a0.muscache.com/im/pictures/84879fff-0230-4193-9076-307bd8563966.jpg,17,64627,Phoenice,93492,⁨Maria I.⁩,TRUE,48.8522,2.3411,,,2,0,FALSE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,TV,Books and reading material,Pack ’n play/Travel crib,Portable fans,Heating,Smoke alarm,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Dining table,Coffee,Elevator,Paid parking off premises,Single level home,Luggage dropoff allowed,Breakfast",,FALSE,2,Strict,EUR,100,0,200,4.89,4.8,4.9,4.8,4.9,5,4.8,61864,55186,208.1,186.7,0.742,0.809,155.8,139.1,169.7,151.6,271,30,94,365,17784,15671,204.9,180.6,0.856,0,177.6,156.5,0,0,77,0,13,90
17287,Unique Loft in Paris near Parc de la Villette,Entire loft,entire home,https://a0.muscache.com/im/ml/photo enhancement/pictures/48756370/c5f93618 original.jpg,16,64055,David,,,FALSE,48.8977,2.3851,5,1,1,2,TRUE,"TV,Wifi,Kitchen,Smoking allowed,Game console,Hot water,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Washer,Smoke alarm,Carbon monoxide alarm,Patio or balcony,Essentials,Long term stays allowed,Hangers,Hair dryer,Iron,Dedicated workspace",,,5,Moderate,EUR,157,,48,4.71,4.8,4.9,4.5,4.8,4.5,4.8,1740,1538,92.6,84.2,0.041,0.052,3.9,3.5,4.9,4.4,15,76,350,365,0,0,0,0,0,0,0,0,0,0,0,0,90,90
19029,Brand new lovely studio + balcony Sopi montmartre,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/51034ef4-37ba-464c-b609-43587b6bf51a.jpg,42,72713,Anna,,,FALSE,48.882,2.3337,1,,2,1,TRUE,"Hair dryer,Cleaning products,Shampoo,Hot water,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,TV,Books and reading material,Portable fans,Heating,Smoke alarm,Wifi,Dedicated workspace,Pocket wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Freezer,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Dining table,Private entrance,Laundromat nearby,Patio or balcony,Outdoor furniture,Outdoor dining area,Sun loungers,Elevator,Paid parking off premises,Long term stays allowed,Cleaning before checkout",,FALSE,30,Firm,EUR,,,92,4.41,4.5,4.8,4,4.7,4.8,4.5,6887,6387,69.3,62.1,0.31,0.438,18.9,17.5,26.7,24.8,113,107,252,365,2216,1951,65.9,58.1,0.378,0.405,24.6,21.7,26.4,23.2,34,6,56,90
21004,LUXURIOUS PENTHOUSE+ 80 SQM TERRACE,Entire condo,entire home,https://a0.muscache.com/im/pictures/868160/d9c329cf original.jpg,26,79843,Nadia,,,FALSE,48.838,2.4006,5,2,3,1,TRUE,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Iron,TV,Heating,Smoke alarm,Carbon monoxide alarm,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Dishwasher,Stove,Oven,Coffee maker,Patio or balcony,Elevator,Gym,Paid parking on premises,Pets allowed,Smoking allowed",,FALSE,2,Firm,EUR,70,0,139,4.79,4.8,4.7,4.7,4.6,4.8,4.7,32548,29237,229,205.5,0.353,0.401,85.1,76.5,96.5,86.8,129,43,236,365,1660,1463,220.2,194,0.078,0.106,17.7,15.6,24.1,21.2,7,24,83,90
21167,A peaceful and very well located bedroom,Private room in rental unit,private room,https://a0.muscache.com/im/pictures/5708752/604d5445 original.jpg,10,80630,Isa,,,FALSE,48.8943,2.3369,1,1,1,1,TRUE,"Stove,Washer,Smoke alarm,Wifi,First aid kit,Luggage dropoff allowed,Kitchen,Essentials,Shampoo,Hangers,Hair dryer,Hot water,Iron,Elevator,Microwave,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven",,FALSE,1,Flexible,EUR,11,0,125,4.71,4.8,4.9,4.7,4.9,4.6,4.6,6450,5689,84.8,74.9,0.208,0.235,17.6,15.6,19.9,17.5,76,41,289,365,1631,1440,85,75.1,0.211,0.388,18,15.9,33.1,29.2,19,41,71,90
22158,Artist Loft with rooftop in the city center!,Private room in rental unit,private room,https://a0.muscache.com/im/pictures/dfb3ae20-d06e-4fd5-abc3-a1a115a5dd44.jpg,49,84874,Fabienne,,,TRUE,48.8704,2.3227,,,1,0,FALSE,"Hair dryer,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,Heating,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Baking sheet,Rice maker,Dining table,Patio or balcony,Backyard,Outdoor furniture,Outdoor dining area,Sun loungers,Elevator,Paid parking off premises,Luggage dropoff allowed",,FALSE,2,Firm,EUR,23,10,126,4.94,4.9,5,4.9,5,5,4.9,56574,50398,192.1,172.1,0.781,0,151.7,135.2,0,0,285,0,80,365,12842,11317,191.3,168.6,0.733,0,140.1,123.5,0,0,66,0,24,90
22979,Staying in the Heart of Paris!,Private room in rental unit,private room,https://a0.muscache.com/im/pictures/180489/394c0d94 original.jpg,19,89023,Lisa,,,TRUE,48.8542,2.3497,,,2,0,FALSE,"Hair dryer,Shampoo,Hot water,Shower gel,Essentials,Hangers,Heating,Smoke alarm,Carbon monoxide alarm,Wifi,Elevator",,FALSE,3,Moderate,EUR,29,23,340,4.89,4.9,5,4.9,4.9,5,4.9,19687,17899,99.4,89.3,0.532,0.622,53,48.2,62,56.4,194,53,171,365,5059,4455,107.3,94.5,0.522,0.653,55.6,48.9,69.5,61.2,47,18,43,90
23441,Charming at Montmartre & rue Lepic- mobility lease,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/501057/ef0d260b original.jpg,35,91706,Elise,,,TRUE,48.8841,2.3348,2,,1,1,TRUE,"TV,Cable TV,Smoke alarm,Wifi,Kitchen,Essentials,Shampoo,Hangers,Hair dryer,Hot water,Iron,Dedicated workspace,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics",,,30,Strict,EUR,,,88,4.73,4.6,4.8,4.6,5,4.6,4.7,3021,2815,82.9,75.4,0.099,0.129,8.3,7.7,10.9,10.1,36,87,329,365,0,0,0,0,0,0,0,0,0,0,0,0,90,90
24151,Completely renovated studio in the heart of Paris,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjQxNTE%3D/original/e3bf38b0-9760-4782-a187-c83da52c9186.jpeg,28,89209,Rémy,,,FALSE,48.8441,2.3454,2,1,1,1,TRUE,"TV,Cable TV,Wifi,Kitchen,Hot water kettle,Hot water,Elevator,Bed linens,Extra pillows and blankets,Microwave,Cleaning products,Coffee maker,Dishes and silverware,Heating,Oven,Coffee,Clothing storage,Stove,Wine glasses,Washer,Single level home,Shower gel,Freezer,Private entrance,Toaster,Bathtub",FALSE,FALSE,,Firm,EUR,58,0,30,4.79,4.8,4.8,4.8,4.9,4.8,4.8,22325,20060,232.1,208,0.249,0.408,59.4,53.4,97.3,87.4,91,142,274,365,0,0,234.5,206.6,0,0,0,0,0,0,0,59,90,90
27288,"Beautiful, huge, very Parisian",Entire rental unit,entire home,https://a0.muscache.com/im/pictures/55239244/4d12714a original.jpg,18,77087,Simone,,,FALSE,48.8856,2.3721,4,1,3,1.5,TRUE,"TV,Washer,Cable TV,Wifi,Kitchen,Essentials,Shampoo,Hangers,Hair dryer,Hot water,Iron,Dedicated workspace,Elevator,Refrigerator,Heating",FALSE,FALSE,5,Strict,EUR,0,0,79,4.91,5,5,4.8,4.9,4.7,4.9,25318,22332,179.6,161.2,0.392,0.73,69.4,61.2,129.2,113.9,143,169,222,365,0,0,195.2,172,0,0,0,0,0,0,0,56,90,90
27967,Nice haussmannian apt. Canal Saint-Martin area.,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/miso/Hosting-27967/original/ef62689a-b133-4b27-bbe8-c467598c9481.jpeg,16,120508,Philippe,,,TRUE,48.8708,2.3632,4,3,3,1,TRUE,"Hair dryer,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,TV,Indoor fireplace,Heating,Wifi,Kitchen,Coffee",,FALSE,6,Firm,EUR,58,0,31,4.97,5,4.9,4.6,5,5,5,78201,70142,227,203.8,0.921,0,209.6,188.1,0,0,336,0,29,365,20965,18472,240.2,211.7,0.944,0,227.1,200.1,0,0,85,0,5,90
29386,Lovely garden studio in Butte-aux-Cailles village,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjkzODY%3D/original/e30efd47-70f9-48ea-bc4f-2d54d90c1b7b.jpeg,9,126361,Marcolino,,,FALSE,48.8279,2.349,2,1,1,1,TRUE,"Wifi,Kitchen,Room-darkening shades,Hot water kettle,Books and reading material,Movie theater,Hot water,Bed linens,Laundromat nearby,Outdoor furniture,Refrigerator,Dishes and silverware,Heating,Oven,Paid parking on premises,Clothing storage,Stove,Washer,Smoke alarm,Backyard,Hangers,Dining table,Baking sheet,Outdoor dining area,Sun loungers,Private entrance",FALSE,FALSE,,Firm,EUR,31,0,9,4.78,4.8,5,3.9,5,5,4.7,24123,21520,101.5,90.9,0.644,0.808,63.5,56.7,79.6,71.1,235,74,130,365,2576,2269,123.1,108.5,0.233,1,28.3,24.9,121.2,106.8,21,69,69,90
29853,Shayne's Amazing 15th Century Latin Quarter Garret,Private room in rental unit,private room,https://a0.muscache.com/im/pictures/54870182/cc9f9d2a original.jpg,31,2883,Bruce,,,FALSE,48.8524,2.3451,,4,1,0,FALSE,"Washer,Wifi,Fire extinguisher,Kitchen,Smoking allowed,Heating",,FALSE,,Firm,EUR,11,0,77,4.06,4.1,4.7,3.5,4.7,4.8,4.2,9711,8705,182.2,163,0.181,0.198,26.5,23.8,29,26,66,31,299,365,519,457,220.4,194.2,0.022,0,5.8,5.1,0,0,2,0,88,90
31435,Stylish Private Suite + Sunny Balcony Paris,Private room in guest suite,private room,https://a0.muscache.com/im/pictures/miso/Hosting-31435/original/d92f7739-f0ee-4f90-a624-af7f377c4bce.jpeg,55,135024,Kay,,,FALSE,48.8915,2.3536,,,2,0,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Washer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,TV,Books and reading material,Heating,Smoke alarm,Carbon monoxide alarm,Wifi,Kitchen,Refrigerator,Cooking basics,Dishes and silverware,Freezer,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Private entrance,Patio or balcony,Outdoor furniture,Paid parking off premises,Paid parking on premises,Long term stays allowed,Cleaning before checkout",,FALSE,4,Firm,EUR,40,0,149,4.73,4.8,4.8,4.7,4.9,4.3,4.6,26807,23898,84.8,76.1,0.795,0.803,67.6,60.4,68.4,61.1,290,4,75,365,7179,6315,87.5,77,0.822,0,72.7,63.9,0,0,74,0,16,90
35065,Lovely Loft Saint-Germain des Pres,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/ef3544b7-e92d-4503-b17f-1ebca4072c5b.jpg,29,150876,Benoit,,,TRUE,48.8528,2.3252,2,1,1,1.5,TRUE,"Bathtub,Hair dryer,Shampoo,Hot water,Shower gel,Washer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Ethernet connection,TV,Crib,Pack ’n play/Travel crib,Babysitter recommendations,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Wifi,Dedicated workspace,Pocket wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Dishwasher,Coffee maker,Baking sheet,Paid parking off premises,Single level home,Luggage dropoff allowed",,FALSE,1,Moderate,EUR,35,0,967,4.71,4.8,4.8,4.6,4.8,4.9,4.6,93920,84207,292,262.2,0.847,0,249.5,223.8,0,0,309,0,56,365,19856,17502,264.6,233.2,0.789,0,214,188.6,0,0,71,0,19,90
38303,Charming Flat on the roof,Private room in rental unit,private room,https://a0.muscache.com/im/pictures/93465198-6349-483e-86e5-1dc20e809233.jpg,13,146581,Antoine,,,FALSE,48.8666,2.3683,,,1,0,FALSE,"Washer,Single level home,Wifi,Kitchen,Essentials,Smoking allowed,Hot water,Iron,Dedicated workspace,Bed linens,Refrigerator,Dishes and silverware,Heating",,,9,Strict,EUR,21,,56,4.66,4.7,4.8,4.5,4.8,4.9,4.6,1405,1322,60,54.7,0.06,0.062,3.6,3.4,3.8,3.5,22,13,343,365,0,0,0,0,0,0,0,0,0,0,0,0,90,90
38650,Bastille/10 m2 in La Roquette,Entire rental unit,entire home,https://a0.muscache.com/im/pictures/20239795/8fd16da7 original.jpg,10,153645,Marie-José,,,FALSE,48.8537,2.3766,2,1,1,1,TRUE,"Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,Heating,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Hot water kettle,Coffee maker,Baking sheet,Laundromat nearby,Smoking allowed,Long term stays allowed",,FALSE,6,Moderate,EUR,75,0,31,4.53,4.9,4.9,4.1,4.8,4.9,4.6,12952,11497,77.3,69.3,0.425,0.603,33,29.3,46.9,41.7,155,108,210,365,411,362,80.3,70.7,0.044,0.364,3.7,3.3,30.5,26.9,4,79,86,90
39666,"Ile Saint-Louis - 5 Star Luxury in Paris, France",Entire loft,entire home,https://a0.muscache.com/im/pictures/airflow/Hosting-39666/original/14e232af-8910-43f1-94d5-da43eec5e368.jpg,43,170397,Judith,,,FALSE,48.852,2.3561,2,1,1,1.5,TRUE,"TV,Cable TV,Wifi,Waterfront,Air conditioning,Kitchen,Board games,Hot water kettle,Paid parking off premises,Books and reading material,Portable fans,Gym,Breakfast,Conditioner,Mini fridge,Laundromat nearby,Outdoor furniture,Cleaning products,Indoor fireplace,Drying rack for clothing,Heating,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Beach access,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Bidet,Essentials,Shampoo,Hangers,Hair dryer,Iron,Theme room,Dedicated workspace,Outdoor dining area,Freezer,Private entrance,Sound system,Bathtub,Children’s books and toys,Blender,Window guards,Fireplace guards,Babysitter recommendations,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Pocket wifi,Microwave,Coffee maker,Refrigerator,Fire pit,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Shower gel,Patio or balcony,Beach essentials,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Dining table,Baking sheet,Barbecue utensils,Sun loungers,Toaster",,FALSE,2,Flexible,EUR,195,79,52,4.82,4.8,4.7,4.7,4.8,5,4.5,24992,22023,1118,1005.3,0.058,0,66.9,58.9,0,0,21,0,344,365,0,0,1056.8,931.3,0,0,0,0,0,0,0,0,90,90
39948,COSY INDEPENDENT ROOM IN CENTRAL PARIS,Private room in guest suite,private room,https://a0.muscache.com/im/pictures/f898fb0b-e72e-4771-8afe-5758f6485591.jpg,12,171483,Aliyah & Philippe,,,TRUE,48.8707,2.3446,,,1,0,TRUE,"Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Portable fans,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Dedicated workspace,Refrigerator,Dishes and silverware,Mini fridge,Hot water kettle,Coffee maker,Wine glasses,Coffee,Private entrance,Paid parking off premises,Luggage dropoff allowed",,FALSE,5,Moderate,EUR,0,0,163,4.88,4.9,5,4.8,5,5,4.8,30216,27288,106.4,95.6,0.781,0.913,82.8,74.8,96.8,87.5,285,53,80,365,5046,4441,110.1,96.9,0.522,0.87,56.1,49.3,93.4,82.2,47,36,43,90
41106,"Comfort, style and calm in le Marais, what else?",Entire rental unit,entire home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NDExMDY%3D/original/f7607c04-3514-431c-8619-e53da8b31188.jpeg,16,177387,LetsgetSirius,,,FALSE,48.8563,2.357,4,1,2,1,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Washer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,TV,Sound system,Exercise equipment,Books and reading material,Table corner guards,Portable fans,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Dining table,Coffee,Private entrance,Laundromat nearby,Bikes,Luggage dropoff allowed,Cleaning before checkout",,FALSE,5,Moderate,EUR,99,0,124,4.79,4.8,4.7,4.7,4.9,5,4.7,37333,33043,313.6,281.6,0.31,0.312,97.9,86.7,98.8,87.4,113,3,252,365,6283,5535,291.5,256.9,0.222,0.23,66.5,58.6,68.8,60.6,20,3,70,90
43055,Studio - center of Paris (Le Marais),Entire rental unit,entire home,https://a0.muscache.com/im/pictures/241587/8de4bbf9 original.jpg,7,187863,Claire,,,TRUE,48.8548,2.3603,2,,2,1.5,TRUE,"Hair dryer,Cleaning products,Shampoo,Hot water,Shower gel,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Drying rack for clothing,Clothing storage,TV,Sound system,Books and reading material,Heating,Smoke alarm,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Hot water kettle,Coffee maker,Wine glasses,Baking sheet,Dining table,Laundromat nearby,Paid parking off premises",,FALSE,2,Moderate,EUR,35,0,256,4.63,4.4,4.8,4.8,4.8,5,4.6,25988,23289,132.2,118.4,0.504,0,65.4,58.6,0,0,184,0,181,365,4139,3647,150.6,132.7,0.278,0,41.7,36.7,0,0,25,0,65,90
